leadId,dateCreated,callStarted,hoursSinceCall
59373,2021-03-05 04:24:54,2021-04-07 13:40:51,801
59373,2021-03-05 04:24:54,2021-04-08 18:56:37,830
59373,2021-03-05 04:24:54,2021-04-13 10:18:23,941
59373,2021-03-05 04:24:54,2021-04-14 12:09:29,967
59374,2021-03-05 04:38:57,2021-03-05 08:20:33,3
59375,2021-03-05 06:04:23,2021-03-05 08:00:06,1
59375,2021-03-05 06:04:23,2021-03-05 08:04:43,2
59375,2021-03-05 06:04:23,2021-03-08 18:59:02,84
59375,2021-03-05 06:04:23,2021-03-08 19:40:16,85
59375,2021-03-05 06:04:23,2021-03-16 10:03:18,267
59376,2021-03-05 06:17:48,2021-03-08 14:07:06,79
59376,2021-03-05 06:17:48,2021-03-08 19:45:23,85
59376,2021-03-05 06:17:48,2021-03-08 19:53:11,85
59376,2021-03-05 06:17:48,2021-03-10 19:26:23,133
59377,2021-03-05 06:45:47,2021-03-15 13:47:47,247
59377,2021-03-05 06:45:47,2021-03-15 16:31:53,249
59377,2021-03-05 06:45:47,2021-03-16 11:28:58,268
59377,2021-03-05 06:45:47,2021-03-16 19:13:44,276
59377,2021-03-05 06:45:47,2021-03-18 10:13:43,315
59377,2021-03-05 06:45:47,2021-03-19 10:23:09,339
59377,2021-03-05 06:45:47,2021-03-22 15:22:41,416
59377,2021-03-05 06:45:47,2021-03-23 17:40:31,442
59377,2021-03-05 06:45:47,2021-03-23 17:40:33,442
59377,2021-03-05 06:45:47,2021-03-25 12:01:23,485
59379,2021-03-05 06:54:37,2021-03-05 11:09:44,4
59379,2021-03-05 06:54:37,2021-03-05 11:10:04,4
59379,2021-03-05 06:54:37,2021-03-22 14:34:33,415
59379,2021-03-05 06:54:37,2021-03-23 15:06:35,440
59379,2021-03-05 06:54:37,2021-03-24 15:10:38,464
59379,2021-03-05 06:54:37,2021-03-25 15:59:25,489
59379,2021-03-05 06:54:37,2021-03-26 16:15:18,513
59379,2021-03-05 06:54:37,2021-03-29 18:03:18,587
59379,2021-03-05 06:54:37,2021-03-30 18:07:49,611
59379,2021-03-05 06:54:37,2021-03-31 18:08:37,635
59379,2021-03-05 06:54:37,2021-04-02 11:43:30,676
59379,2021-03-05 06:54:37,2021-04-02 11:43:46,676
59379,2021-03-05 06:54:37,2021-04-05 14:15:41,751
59379,2021-03-05 06:54:37,2021-04-06 15:14:14,776
59379,2021-03-05 06:54:37,2021-04-07 15:25:44,800
59379,2021-03-05 06:54:37,2021-04-08 18:56:13,828
59379,2021-03-05 06:54:37,2021-04-13 10:17:09,939
59379,2021-03-05 06:54:37,2021-04-14 12:09:00,965
59379,2021-03-05 06:54:37,2021-04-14 12:09:03,965
59380,2021-03-05 08:03:31,2021-03-08 11:04:54,75
59380,2021-03-05 08:03:31,2021-03-08 11:05:20,75
59380,2021-03-05 08:03:31,2021-03-08 11:05:23,75
59380,2021-03-05 08:03:31,2021-03-08 11:05:48,75
59385,2021-03-05 08:53:01,2021-03-05 09:03:09,0
59385,2021-03-05 08:53:01,2021-03-05 10:13:39,1
59385,2021-03-05 08:53:01,2021-03-05 10:14:23,1
59385,2021-03-05 08:53:01,2021-03-05 10:14:39,1
59385,2021-03-05 08:53:01,2021-03-05 10:14:42,1
59385,2021-03-05 08:53:01,2021-03-05 10:16:14,1
59385,2021-03-05 08:53:01,2021-03-05 10:18:17,1
59385,2021-03-05 08:53:01,2021-03-05 10:19:28,1
59385,2021-03-05 08:53:01,2021-03-05 10:19:30,1
59385,2021-03-05 08:53:01,2021-03-08 16:56:26,80
59385,2021-03-05 08:53:01,2021-03-09 19:32:52,106
59385,2021-03-05 08:53:01,2021-03-11 11:12:13,146
59385,2021-03-05 08:53:01,2021-03-19 15:19:13,342
59385,2021-03-05 08:53:01,2021-04-01 12:32:16,651
59385,2021-03-05 08:53:01,2021-04-06 09:33:46,768
59385,2021-03-05 08:53:01,2021-04-07 13:39:58,796
59385,2021-03-05 08:53:01,2021-04-08 18:55:21,826
59385,2021-03-05 08:53:01,2021-04-13 10:16:40,937
59385,2021-03-05 08:53:01,2021-04-14 12:08:14,963
59385,2021-03-05 08:53:01,2021-04-14 12:08:17,963
59385,2021-03-05 08:53:01,2021-04-14 12:08:17,963
59385,2021-03-05 08:53:01,2021-04-14 12:08:42,963
59386,2021-03-05 09:11:36,2021-03-06 13:30:08,28
59389,2021-03-05 09:38:18,2021-03-05 10:34:55,0
59389,2021-03-05 09:38:18,2021-03-05 10:35:18,0
59389,2021-03-05 09:38:18,2021-03-09 13:25:32,99
59389,2021-03-05 09:38:18,2021-03-09 13:25:42,99
59389,2021-03-05 09:38:18,2021-03-10 16:19:42,126
59389,2021-03-05 09:38:18,2021-03-10 16:20:18,126
59389,2021-03-05 09:38:18,2021-03-11 15:30:31,149
59389,2021-03-05 09:38:18,2021-03-11 15:31:17,149
59389,2021-03-05 09:38:18,2021-03-15 15:06:35,245
59389,2021-03-05 09:38:18,2021-03-15 15:06:59,245
59389,2021-03-05 09:38:18,2021-03-18 14:12:52,316
59389,2021-03-05 09:38:18,2021-03-18 14:13:15,316
59389,2021-03-05 09:38:18,2021-03-24 14:58:28,461
59389,2021-03-05 09:38:18,2021-03-30 10:19:21,600
59389,2021-03-05 09:38:18,2021-04-08 16:37:00,822
59389,2021-03-05 09:38:18,2021-04-08 16:37:36,822
59390,2021-03-05 09:38:58,2021-03-05 09:43:16,0
59390,2021-03-05 09:38:58,2021-03-05 10:08:20,0
59390,2021-03-05 09:38:58,2021-03-05 10:09:31,0
59390,2021-03-05 09:38:58,2021-03-05 10:10:15,0
59390,2021-03-05 09:38:58,2021-03-05 10:10:21,0
59390,2021-03-05 09:38:58,2021-03-05 10:10:41,0
59390,2021-03-05 09:38:58,2021-03-05 10:10:45,0
59390,2021-03-05 09:38:58,2021-03-05 10:11:03,0
59390,2021-03-05 09:38:58,2021-03-05 10:12:04,0
59390,2021-03-05 09:38:58,2021-03-05 10:12:36,0
59392,2021-03-05 09:52:58,2021-03-05 10:05:40,0
59392,2021-03-05 09:52:58,2021-03-05 10:28:53,0
59392,2021-03-05 09:52:58,2021-03-05 10:29:44,0
59392,2021-03-05 09:52:58,2021-03-05 13:52:30,3
59392,2021-03-05 09:52:58,2021-03-08 12:46:26,74
59392,2021-03-05 09:52:58,2021-03-08 12:46:27,74
59392,2021-03-05 09:52:58,2021-03-09 13:35:22,99
59393,2021-03-05 09:59:27,2021-03-06 13:08:24,27
59393,2021-03-05 09:59:27,2021-03-08 11:58:38,73
59393,2021-03-05 09:59:27,2021-03-08 12:43:45,74
59394,2021-03-05 10:04:53,2021-03-05 10:06:26,0
59394,2021-03-05 10:04:53,2021-03-08 13:56:04,75
59394,2021-03-05 10:04:53,2021-03-08 14:58:07,76
59394,2021-03-05 10:04:53,2021-03-08 14:58:56,76
59394,2021-03-05 10:04:53,2021-03-11 13:55:43,147
59394,2021-03-05 10:04:53,2021-03-11 14:31:14,148
59397,2021-03-05 10:29:34,2021-03-05 10:29:41,0
59397,2021-03-05 10:29:34,2021-03-05 10:48:38,0
59397,2021-03-05 10:29:34,2021-03-05 11:34:07,1
59397,2021-03-05 10:29:34,2021-03-05 14:54:18,4
59398,2021-03-05 10:52:17,2021-03-05 10:52:28,0
59398,2021-03-05 10:52:17,2021-03-05 11:07:56,0
59398,2021-03-05 10:52:17,2021-03-05 11:53:10,1
59398,2021-03-05 10:52:17,2021-03-05 15:14:39,4
59398,2021-03-05 10:52:17,2021-03-05 15:18:18,4
59398,2021-03-05 10:52:17,2021-03-05 15:20:20,4
59398,2021-03-05 10:52:17,2021-03-08 14:40:21,75
59398,2021-03-05 10:52:17,2021-03-09 16:48:20,101
59398,2021-03-05 10:52:17,2021-03-09 16:48:22,101
59399,2021-03-05 10:53:04,2021-03-05 10:53:42,0
59399,2021-03-05 10:53:04,2021-03-05 11:09:14,0
59399,2021-03-05 10:53:04,2021-03-05 11:09:17,0
59399,2021-03-05 10:53:04,2021-03-05 14:30:10,3
59399,2021-03-05 10:53:04,2021-03-08 12:45:42,73
59399,2021-03-05 10:53:04,2021-03-09 13:05:12,98
59399,2021-03-05 10:53:04,2021-03-09 13:05:17,98
59399,2021-03-05 10:53:04,2021-03-10 13:09:41,122
59399,2021-03-05 10:53:04,2021-03-10 13:09:45,122
59399,2021-03-05 10:53:04,2021-03-11 13:11:37,146
59399,2021-03-05 10:53:04,2021-03-19 09:39:45,334
59399,2021-03-05 10:53:04,2021-03-24 13:37:32,458
59399,2021-03-05 10:53:04,2021-03-27 12:31:15,529
59399,2021-03-05 10:53:04,2021-04-01 12:31:59,649
59399,2021-03-05 10:53:04,2021-04-06 09:33:07,766
59399,2021-03-05 10:53:04,2021-04-06 09:33:13,766
59399,2021-03-05 10:53:04,2021-04-06 09:33:16,766
59399,2021-03-05 10:53:04,2021-04-13 10:16:14,935
59399,2021-03-05 10:53:04,2021-04-14 12:08:04,961
59400,2021-03-05 10:59:28,2021-03-15 13:47:32,242
59400,2021-03-05 10:59:28,2021-03-15 16:31:30,245
59400,2021-03-05 10:59:28,2021-03-16 11:28:11,264
59400,2021-03-05 10:59:28,2021-03-16 11:28:31,264
59400,2021-03-05 10:59:28,2021-03-17 11:29:52,288
59402,2021-03-05 11:03:06,2021-03-05 11:03:16,0
59402,2021-03-05 11:03:06,2021-03-05 11:18:32,0
59405,2021-03-05 11:39:59,2021-03-05 11:40:04,0
59405,2021-03-05 11:39:59,2021-03-05 11:40:09,0
59405,2021-03-05 11:39:59,2021-03-05 12:26:01,0
59405,2021-03-05 11:39:59,2021-03-05 15:46:59,4
59405,2021-03-05 11:39:59,2021-03-08 12:45:34,73
59405,2021-03-05 11:39:59,2021-03-08 12:46:13,73
59405,2021-03-05 11:39:59,2021-03-08 12:46:20,73
59405,2021-03-05 11:39:59,2021-03-09 13:39:55,97
59405,2021-03-05 11:39:59,2021-03-10 13:45:34,122
59405,2021-03-05 11:39:59,2021-03-11 14:28:00,146
59405,2021-03-05 11:39:59,2021-03-19 09:39:41,333
59405,2021-03-05 11:39:59,2021-03-24 13:36:40,457
59405,2021-03-05 11:39:59,2021-03-27 12:31:08,528
59405,2021-03-05 11:39:59,2021-03-27 12:31:11,528
59405,2021-03-05 11:39:59,2021-04-06 09:32:50,765
59405,2021-03-05 11:39:59,2021-04-07 13:39:28,793
59405,2021-03-05 11:39:59,2021-04-07 13:39:30,793
59405,2021-03-05 11:39:59,2021-04-07 13:39:31,793
59405,2021-03-05 11:39:59,2021-04-14 12:07:50,960
59405,2021-03-05 11:39:59,2021-04-14 12:07:50,960
59406,2021-03-05 11:40:51,2021-03-05 11:41:05,0
59406,2021-03-05 11:40:51,2021-03-05 11:56:38,0
59406,2021-03-05 11:40:51,2021-03-05 12:42:23,1
59406,2021-03-05 11:40:51,2021-03-05 16:02:41,4
59406,2021-03-05 11:40:51,2021-03-08 12:44:56,73
59406,2021-03-05 11:40:51,2021-03-09 13:03:43,97
59406,2021-03-05 11:40:51,2021-03-10 13:08:49,121
59406,2021-03-05 11:40:51,2021-03-11 13:10:25,145
59406,2021-03-05 11:40:51,2021-03-12 15:36:51,171
59406,2021-03-05 11:40:51,2021-03-12 15:37:28,171
59406,2021-03-05 11:40:51,2021-03-19 09:38:57,333
59406,2021-03-05 11:40:51,2021-03-24 13:36:20,457
59406,2021-03-05 11:40:51,2021-03-27 12:30:51,528
59406,2021-03-05 11:40:51,2021-04-01 12:31:23,648
59406,2021-03-05 11:40:51,2021-04-06 09:32:35,765
59406,2021-03-05 11:40:51,2021-04-06 09:32:36,765
59406,2021-03-05 11:40:51,2021-04-06 09:32:39,765
59406,2021-03-05 11:40:51,2021-04-13 10:16:01,934
59406,2021-03-05 11:40:51,2021-04-14 12:07:25,960
59407,2021-03-05 11:45:36,2021-03-05 15:45:05,3
59408,2021-03-05 11:45:38,2021-03-05 15:44:25,3
59408,2021-03-05 11:45:38,2021-03-12 09:50:46,166
59408,2021-03-05 11:45:38,2021-05-03 13:46:48,1418
59411,2021-03-05 11:49:05,2021-03-17 14:39:42,290
59411,2021-03-05 11:49:05,2021-03-17 14:40:16,290
59412,2021-03-05 12:04:27,2021-03-05 12:06:18,0
59412,2021-03-05 12:04:27,2021-03-05 12:06:53,0
59412,2021-03-05 12:04:27,2021-03-05 12:52:23,0
59412,2021-03-05 12:04:27,2021-03-05 16:12:54,4
59412,2021-03-05 12:04:27,2021-03-08 12:44:39,72
59412,2021-03-05 12:04:27,2021-03-09 13:03:17,96
59412,2021-03-05 12:04:27,2021-03-10 13:07:45,121
59412,2021-03-05 12:04:27,2021-03-11 13:09:46,145
59412,2021-03-05 12:04:27,2021-03-12 15:36:47,171
59412,2021-03-05 12:04:27,2021-03-17 17:39:05,293
59412,2021-03-05 12:04:27,2021-03-17 17:39:11,293
59412,2021-03-05 12:04:27,2021-03-19 13:19:34,337
59412,2021-03-05 12:04:27,2021-03-24 14:58:19,458
59412,2021-03-05 12:04:27,2021-04-01 12:31:12,648
59412,2021-03-05 12:04:27,2021-04-06 09:32:13,765
59412,2021-03-05 12:04:27,2021-04-07 13:38:14,793
59412,2021-03-05 12:04:27,2021-04-08 18:53:42,822
59412,2021-03-05 12:04:27,2021-04-13 10:15:46,934
59412,2021-03-05 12:04:27,2021-04-14 12:06:38,960
59414,2021-03-05 12:25:00,2021-03-06 13:02:27,24
59414,2021-03-05 12:25:00,2021-03-08 11:58:26,71
59414,2021-03-05 12:25:00,2021-03-08 12:43:36,72
59414,2021-03-05 12:25:00,2021-03-08 12:43:37,72
59414,2021-03-05 12:25:00,2021-03-09 13:01:22,96
59414,2021-03-05 12:25:00,2021-03-10 13:05:36,120
59414,2021-03-05 12:25:00,2021-03-11 13:08:01,144
59414,2021-03-05 12:25:00,2021-03-12 15:31:29,171
59414,2021-03-05 12:25:00,2021-03-17 16:02:47,291
59414,2021-03-05 12:25:00,2021-03-18 18:16:52,317
59414,2021-03-05 12:25:00,2021-03-23 09:40:56,429
59414,2021-03-05 12:25:00,2021-03-26 10:23:11,501
59414,2021-03-05 12:25:00,2021-03-29 14:49:59,578
59414,2021-03-05 12:25:00,2021-03-30 13:38:12,601
59414,2021-03-05 12:25:00,2021-04-01 11:15:29,646
59415,2021-03-05 12:55:19,2021-03-08 13:08:47,72
59415,2021-03-05 12:55:19,2021-03-08 13:09:40,72
59415,2021-03-05 12:55:19,2021-03-10 09:39:38,116
59415,2021-03-05 12:55:19,2021-03-10 09:40:38,116
59415,2021-03-05 12:55:19,2021-03-11 14:41:57,145
59415,2021-03-05 12:55:19,2021-03-11 14:42:34,145
59415,2021-03-05 12:55:19,2021-03-16 09:44:18,260
59415,2021-03-05 12:55:19,2021-03-16 09:44:52,260
59415,2021-03-05 12:55:19,2021-03-18 14:19:31,313
59415,2021-03-05 12:55:19,2021-03-18 14:20:17,313
59415,2021-03-05 12:55:19,2021-03-23 14:24:29,433
59415,2021-03-05 12:55:19,2021-03-23 14:25:11,433
59415,2021-03-05 12:55:19,2021-03-24 16:02:12,459
59415,2021-03-05 12:55:19,2021-03-24 16:03:12,459
59415,2021-03-05 12:55:19,2021-04-01 10:17:30,645
59415,2021-03-05 12:55:19,2021-04-01 10:18:33,645
59415,2021-03-05 12:55:19,2021-04-01 13:04:16,648
59415,2021-03-05 12:55:19,2021-04-12 13:07:43,912
59415,2021-03-05 12:55:19,2021-04-12 13:09:28,912
59415,2021-03-05 12:55:19,2021-04-26 14:51:46,1249
59415,2021-03-05 12:55:19,2021-04-26 14:51:55,1249
59417,2021-03-05 13:30:16,2021-03-05 13:30:37,0
59417,2021-03-05 13:30:16,2021-03-05 13:30:38,0
59417,2021-03-05 13:30:16,2021-03-05 14:19:29,0
59417,2021-03-05 13:30:16,2021-03-05 17:43:39,4
59418,2021-03-05 13:36:12,2021-03-05 16:41:42,3
59418,2021-03-05 13:36:12,2021-03-12 13:59:11,168
59418,2021-03-05 13:36:12,2021-03-12 13:59:50,168
59418,2021-03-05 13:36:12,2021-04-22 08:59:57,1147
59418,2021-03-05 13:36:12,2021-04-22 09:00:10,1147
59419,2021-03-05 13:36:45,2021-03-09 13:38:18,96
59419,2021-03-05 13:36:45,2021-04-16 10:09:17,1004
59419,2021-03-05 13:36:45,2021-04-16 15:59:35,1010
59419,2021-03-05 13:36:45,2021-04-21 10:47:21,1125
59419,2021-03-05 13:36:45,2021-04-22 16:30:04,1154
59419,2021-03-05 13:36:45,2021-04-22 16:30:15,1154
59419,2021-03-05 13:36:45,2021-04-22 16:30:20,1154
59419,2021-03-05 13:36:45,2021-04-24 11:01:36,1197
59420,2021-03-05 13:39:09,2021-03-05 13:45:59,0
59420,2021-03-05 13:39:09,2021-03-08 12:00:59,70
59420,2021-03-05 13:39:09,2021-03-09 16:59:49,99
59420,2021-03-05 13:39:09,2021-03-10 13:11:06,119
59426,2021-03-05 14:30:58,2021-03-05 17:01:27,2
59426,2021-03-05 14:30:58,2021-03-05 17:02:11,2
59426,2021-03-05 14:30:58,2021-03-05 17:02:19,2
59426,2021-03-05 14:30:58,2021-03-05 17:03:15,2
59426,2021-03-05 14:30:58,2021-03-05 17:03:44,2
59426,2021-03-05 14:30:58,2021-03-05 19:49:02,5
59426,2021-03-05 14:30:58,2021-03-08 14:16:01,71
59426,2021-03-05 14:30:58,2021-03-26 15:22:15,504
59427,2021-03-05 14:54:53,2021-03-05 19:07:48,4
59427,2021-03-05 14:54:53,2021-03-05 19:08:40,4
59427,2021-03-05 14:54:53,2021-03-05 19:09:02,4
59427,2021-03-05 14:54:53,2021-03-26 17:45:27,506
59427,2021-03-05 14:54:53,2021-03-26 17:45:52,506
59430,2021-03-05 16:16:04,2021-03-05 16:16:09,0
59430,2021-03-05 16:16:04,2021-03-05 16:32:13,0
59430,2021-03-05 16:16:04,2021-03-05 17:17:32,1
59430,2021-03-05 16:16:04,2021-03-08 12:44:00,68
59431,2021-03-05 16:25:22,2021-03-08 11:37:37,67
59431,2021-03-05 16:25:22,2021-03-09 13:20:19,92
59431,2021-03-05 16:25:22,2021-03-16 09:01:01,256
59431,2021-03-05 16:25:22,2021-03-26 10:14:56,497
59432,2021-03-05 16:45:48,2021-03-05 16:46:57,0
59432,2021-03-05 16:45:48,2021-03-09 14:59:42,94
59432,2021-03-05 16:45:48,2021-03-09 15:15:09,94
59432,2021-03-05 16:45:48,2021-03-11 14:29:49,141
59432,2021-03-05 16:45:48,2021-03-11 14:35:36,141
59432,2021-03-05 16:45:48,2021-03-11 14:55:10,142
59433,2021-03-05 17:06:17,2021-03-08 11:17:19,66
59434,2021-03-05 17:10:33,2021-03-05 17:11:19,0
59434,2021-03-05 17:10:33,2021-03-05 17:26:39,0
59434,2021-03-05 17:10:33,2021-03-05 18:11:45,1
59434,2021-03-05 17:10:33,2021-03-08 12:16:09,67
59434,2021-03-05 17:10:33,2021-03-09 12:16:25,91
59434,2021-03-05 17:10:33,2021-03-10 12:21:42,115
59434,2021-03-05 17:10:33,2021-03-11 12:22:24,139
59434,2021-03-05 17:10:33,2021-03-11 12:22:29,139
59434,2021-03-05 17:10:33,2021-03-11 12:22:58,139
59434,2021-03-05 17:10:33,2021-03-17 17:38:46,288
59434,2021-03-05 17:10:33,2021-03-19 09:35:57,328
59437,2021-03-05 17:35:20,2021-03-05 17:40:07,0
59437,2021-03-05 17:35:20,2021-03-05 18:05:04,0
59437,2021-03-05 17:35:20,2021-03-08 16:37:42,71
59437,2021-03-05 17:35:20,2021-03-17 17:28:24,287
59437,2021-03-05 17:35:20,2021-03-17 17:28:33,287
59437,2021-03-05 17:35:20,2021-03-19 16:54:45,335
59437,2021-03-05 17:35:20,2021-03-19 16:54:54,335
59437,2021-03-05 17:35:20,2021-03-23 11:38:53,426
59437,2021-03-05 17:35:20,2021-03-23 11:39:02,426
59437,2021-03-05 17:35:20,2021-03-25 07:48:53,470
59437,2021-03-05 17:35:20,2021-03-25 07:49:01,470
59437,2021-03-05 17:35:20,2021-03-26 11:45:34,498
59437,2021-03-05 17:35:20,2021-03-26 11:45:43,498
59437,2021-03-05 17:35:20,2021-03-29 13:28:27,571
59437,2021-03-05 17:35:20,2021-03-29 13:28:36,571
59437,2021-03-05 17:35:20,2021-03-29 13:59:38,572
59437,2021-03-05 17:35:20,2021-03-29 13:59:47,572
59437,2021-03-05 17:35:20,2021-03-29 14:22:33,572
59437,2021-03-05 17:35:20,2021-04-02 14:01:02,668
59437,2021-03-05 17:35:20,2021-04-02 14:30:34,668
59437,2021-03-05 17:35:20,2021-04-02 15:43:01,670
59437,2021-03-05 17:35:20,2021-04-06 17:03:49,767
59437,2021-03-05 17:35:20,2021-04-07 11:33:28,785
59440,2021-03-05 18:08:07,2021-03-05 18:08:18,0
59440,2021-03-05 18:08:07,2021-03-05 18:08:22,0
59440,2021-03-05 18:08:07,2021-03-05 18:23:49,0
59440,2021-03-05 18:08:07,2021-03-08 12:15:08,66
59440,2021-03-05 18:08:07,2021-03-08 15:42:59,69
59440,2021-03-05 18:08:07,2021-03-09 15:51:09,93
59440,2021-03-05 18:08:07,2021-03-10 15:52:12,117
59440,2021-03-05 18:08:07,2021-03-11 15:52:57,141
59440,2021-03-05 18:08:07,2021-03-11 15:53:00,141
59440,2021-03-05 18:08:07,2021-03-17 17:38:24,287
59440,2021-03-05 18:08:07,2021-03-19 09:35:36,327
59440,2021-03-05 18:08:07,2021-03-24 13:35:47,451
59440,2021-03-05 18:08:07,2021-03-27 12:30:30,522
59440,2021-03-05 18:08:07,2021-04-01 12:30:29,642
59440,2021-03-05 18:08:07,2021-04-06 09:32:01,759
59440,2021-03-05 18:08:07,2021-04-06 09:32:02,759
59440,2021-03-05 18:08:07,2021-04-06 09:32:09,759
59440,2021-03-05 18:08:07,2021-04-13 10:15:33,928
59440,2021-03-05 18:08:07,2021-04-14 12:06:27,953
59442,2021-03-05 18:22:34,2021-03-05 18:22:54,0
59442,2021-03-05 18:22:34,2021-03-05 18:38:03,0
59442,2021-03-05 18:22:34,2021-03-08 12:15:01,65
59442,2021-03-05 18:22:34,2021-03-08 15:42:30,69
59442,2021-03-05 18:22:34,2021-03-09 15:50:45,93
59442,2021-03-05 18:22:34,2021-03-10 15:51:44,117
59442,2021-03-05 18:22:34,2021-03-11 15:51:51,141
59442,2021-03-05 18:22:34,2021-03-12 18:01:34,167
59442,2021-03-05 18:22:34,2021-03-17 16:02:36,285
59442,2021-03-05 18:22:34,2021-03-18 18:16:10,311
59442,2021-03-05 18:22:34,2021-03-18 18:16:52,311
59442,2021-03-05 18:22:34,2021-03-24 13:35:22,451
59442,2021-03-05 18:22:34,2021-03-27 12:30:15,522
59442,2021-03-05 18:22:34,2021-04-01 12:30:02,642
59442,2021-03-05 18:22:34,2021-04-06 09:31:16,759
59442,2021-03-05 18:22:34,2021-04-06 09:31:17,759
59442,2021-03-05 18:22:34,2021-04-08 18:52:43,816
59442,2021-03-05 18:22:34,2021-04-13 10:15:25,927
59442,2021-03-05 18:22:34,2021-04-14 12:05:50,953
59443,2021-03-05 18:24:44,2021-03-05 18:24:50,0
59444,2021-03-05 18:25:16,2021-03-05 18:25:25,0
59444,2021-03-05 18:25:16,2021-03-05 18:33:24,0
59444,2021-03-05 18:25:16,2021-03-06 11:40:28,17
59444,2021-03-05 18:25:16,2021-03-06 12:02:15,17
59444,2021-03-05 18:25:16,2021-03-11 16:57:59,142
59444,2021-03-05 18:25:16,2021-03-16 15:42:02,261
59444,2021-03-05 18:25:16,2021-03-17 11:03:15,280
59444,2021-03-05 18:25:16,2021-03-23 16:22:47,429
59444,2021-03-05 18:25:16,2021-03-23 16:23:05,429
59444,2021-03-05 18:25:16,2021-03-23 16:23:10,429
59444,2021-03-05 18:25:16,2021-03-24 15:27:48,453
59444,2021-03-05 18:25:16,2021-03-25 09:36:52,471
59444,2021-03-05 18:25:16,2021-03-25 09:37:09,471
59444,2021-03-05 18:25:16,2021-03-25 09:37:27,471
59444,2021-03-05 18:25:16,2021-03-25 09:37:42,471
59444,2021-03-05 18:25:16,2021-03-25 09:38:14,471
59444,2021-03-05 18:25:16,2021-03-25 13:59:30,475
59444,2021-03-05 18:25:16,2021-03-26 10:53:42,496
59444,2021-03-05 18:25:16,2021-03-26 18:34:44,504
59444,2021-03-05 18:25:16,2021-03-27 08:44:24,518
59444,2021-03-05 18:25:16,2021-03-29 12:36:11,570
59444,2021-03-05 18:25:16,2021-03-30 10:24:28,591
59444,2021-03-05 18:25:16,2021-03-31 08:41:15,614
59444,2021-03-05 18:25:16,2021-03-31 13:36:35,619
59444,2021-03-05 18:25:16,2021-04-01 12:40:57,642
59444,2021-03-05 18:25:16,2021-04-02 12:34:30,666
59444,2021-03-05 18:25:16,2021-04-02 16:01:08,669
59444,2021-03-05 18:25:16,2021-04-03 10:12:12,687
59444,2021-03-05 18:25:16,2021-04-05 13:09:09,738
59444,2021-03-05 18:25:16,2021-04-06 11:18:30,760
59444,2021-03-05 18:25:16,2021-04-07 12:20:01,785
59445,2021-03-05 18:27:19,2021-03-05 18:27:35,0
59446,2021-03-05 18:46:37,2021-03-05 18:46:59,0
59446,2021-03-05 18:46:37,2021-03-08 11:58:07,65
59446,2021-03-05 18:46:37,2021-03-08 11:58:14,65
59446,2021-03-05 18:46:37,2021-03-08 15:18:34,68
