lead_id,month,year,state,numberofStatuses
11535,12,2019,Arkansas,10
11538,12,2019,Arkansas,5
11541,12,2019,Arkansas,4
11544,12,2019,Oklahoma,12
11546,12,2019,Arkansas,4
11548,12,2019,Oklahoma,5
11550,12,2019,Arkansas,7
11559,12,2019,Oklahoma,5
11560,12,2019,Oklahoma,5
11565,12,2019,Arkansas,7
11566,12,2019,Oklahoma,5
11569,12,2019,Arkansas,4
11573,12,2019,Arkansas,4
11582,12,2019,Missouri,5
11586,12,2019,Oklahoma,3
11590,12,2019,Oklahoma,4
11592,12,2019,Arkansas,3
11593,12,2019,Arkansas,6
11594,12,2019,Arkansas,8
11595,12,2019,Arkansas,3
11601,12,2019,Arkansas,6
11603,12,2019,Missouri,5
11605,12,2019,Oklahoma,3
11606,12,2019,Oklahoma,3
11607,12,2019,Arkansas,15
11609,12,2019,Oklahoma,6
11612,12,2019,Oklahoma,6
11617,12,2019,Arkansas,3
11621,12,2019,Arkansas,7
11625,12,2019,Oklahoma,10
11626,12,2019,Oklahoma,4
11630,12,2019,Arkansas,4
11632,12,2019,Arkansas,6
11633,12,2019,Oklahoma,5
11635,12,2019,Oklahoma,2
11636,12,2019,Oklahoma,4
11638,12,2019,Arkansas,4
11644,12,2019,Arkansas,14
11646,12,2019,Oklahoma,3
11647,12,2019,Oklahoma,8
11653,12,2019,Arkansas,4
11661,12,2019,Oklahoma,8
11670,12,2019,Arkansas,8
11672,12,2019,Oklahoma,5
11677,12,2019,Oklahoma,5
11678,12,2019,Oklahoma,5
11682,12,2019,Arkansas,6
11684,12,2019,Arkansas,5
11686,12,2019,Oklahoma,3
11690,12,2019,Oklahoma,3
11691,12,2019,Arkansas,8
11696,12,2019,Oklahoma,9
11698,12,2019,Oklahoma,5
11700,12,2019,Oklahoma,2
11701,12,2019,Missouri,7
11705,12,2019,Arkansas,7
11711,12,2019,Oklahoma,4
11717,12,2019,Arkansas,6
11720,12,2019,Arkansas,16
11721,12,2019,Arkansas,3
11725,12,2019,Oklahoma,2
11733,12,2019,Arkansas,22
11734,12,2019,Oklahoma,8
11735,12,2019,Oklahoma,4
11737,12,2019,Arkansas,4
11742,12,2019,Arkansas,8
11743,12,2019,Arkansas,2
11750,12,2019,Oklahoma,3
11751,12,2019,Oklahoma,4
11752,12,2019,Arkansas,4
11759,12,2019,Arkansas,5
11761,12,2019,Oklahoma,12
11763,12,2019,Arkansas,9
11775,12,2019,Oklahoma,3
11777,12,2019,Missouri,5
11781,12,2019,Arkansas,7
11782,12,2019,Oklahoma,8
11786,12,2019,Oklahoma,7
11789,12,2019,Oklahoma,4
11792,12,2019,Oklahoma,12
11794,12,2019,Arkansas,7
11796,12,2019,Arkansas,4
11799,12,2019,Oklahoma,6
11802,12,2019,Arkansas,3
11806,12,2019,Arkansas,4
11810,12,2019,Arkansas,7
11811,12,2019,Arkansas,3
11814,12,2019,Oklahoma,7
11819,12,2019,Arkansas,4
11820,12,2019,Arkansas,17
11821,12,2019,Oklahoma,7
11823,12,2019,Oklahoma,3
11829,12,2019,Oklahoma,21
11830,12,2019,Missouri,2
11831,12,2019,Arkansas,10
11841,12,2019,Arkansas,11
11843,12,2019,Oklahoma,10
11844,12,2019,Oklahoma,4
11845,12,2019,Oklahoma,2
11846,12,2019,Oklahoma,4
11850,12,2019,Oklahoma,14
11863,12,2019,Arkansas,5
11865,12,2019,Arkansas,5
11866,12,2019,Oklahoma,6
11870,12,2019,Arkansas,14
11872,12,2019,Oklahoma,5
11873,12,2019,Oklahoma,5
11875,12,2019,Oklahoma,4
11877,12,2019,Oklahoma,4
11879,12,2019,Arkansas,13
11881,12,2019,Oklahoma,3
11884,12,2019,Arkansas,6
11885,12,2019,Oklahoma,5
11890,12,2019,Oklahoma,3
11892,12,2019,Oklahoma,10
11893,12,2019,Arkansas,9
11894,12,2019,Arkansas,6
11899,12,2019,Arkansas,5
11903,12,2019,Arkansas,7
11905,12,2019,Arkansas,8
11908,12,2019,Oklahoma,8
11914,12,2019,Arkansas,5
11917,12,2019,Oklahoma,6
11918,12,2019,Arkansas,5
11919,12,2019,Arkansas,4
11921,12,2019,Oklahoma,7
11927,12,2019,Arkansas,4
11936,12,2019,Oklahoma,1
11942,12,2019,Oklahoma,3
11944,12,2019,Oklahoma,4
11945,12,2019,Oklahoma,2
11946,12,2019,Oklahoma,4
11950,12,2019,Oklahoma,8
11957,12,2019,Oklahoma,6
11960,12,2019,Arkansas,11
11973,12,2019,Oklahoma,3
11987,12,2019,Oklahoma,2
11991,12,2019,Oklahoma,4
11997,12,2019,Oklahoma,9
12012,12,2019,Oklahoma,7
12016,12,2019,Oklahoma,10
12017,12,2019,Arkansas,4
12018,12,2019,Oklahoma,7
12021,12,2019,Arkansas,5
12023,12,2019,Oklahoma,6
12028,12,2019,Oklahoma,6
12029,12,2019,Oklahoma,3
12030,12,2019,Oklahoma,5
12032,12,2019,Arkansas,8
12034,12,2019,Arkansas,6
12037,12,2019,Arkansas,9
12040,12,2019,Oklahoma,5
12043,12,2019,Oklahoma,4
12045,12,2019,Arkansas,5
12054,12,2019,Oklahoma,5
12057,12,2019,Oklahoma,6
12068,12,2019,Oklahoma,13
12069,12,2019,Oklahoma,5
12081,12,2019,Arkansas,7
12084,12,2019,Oklahoma,4
12090,12,2019,Oklahoma,3
12091,12,2019,Oklahoma,5
12095,12,2019,Oklahoma,4
12097,12,2019,Oklahoma,8
12099,12,2019,Arkansas,4
12101,12,2019,Arkansas,5
12102,12,2019,Oklahoma,4
12105,12,2019,Oklahoma,1
12109,12,2019,Oklahoma,5
12115,12,2019,Missouri,4
12118,12,2019,Arkansas,9
12125,12,2019,Arkansas,7
12126,12,2019,Arkansas,3
12131,12,2019,Arkansas,3
12133,12,2019,Oklahoma,4
12137,12,2019,Oklahoma,8
12140,12,2019,Arkansas,4
12147,12,2019,Oklahoma,4
12151,12,2019,Arkansas,11
12152,12,2019,Oklahoma,3
12155,12,2019,Oklahoma,4
12157,12,2019,Oklahoma,4
12158,12,2019,Oklahoma,3
12160,12,2019,Arkansas,3
12161,12,2019,Arkansas,3
12167,12,2019,Arkansas,10
12170,12,2019,Oklahoma,5
12171,12,2019,Oklahoma,4
12176,12,2019,Oklahoma,4
12179,12,2019,Oklahoma,3
12184,12,2019,Oklahoma,3
12185,12,2019,Oklahoma,3
12187,12,2019,Oklahoma,6
12193,12,2019,Oklahoma,4
12195,12,2019,Oklahoma,4
12198,12,2019,Arkansas,5
12206,12,2019,Oklahoma,8
12208,12,2019,Oklahoma,3
12217,12,2019,Arkansas,7
12221,12,2019,Oklahoma,4
12231,12,2019,Oklahoma,10
12235,12,2019,Oklahoma,1
12237,12,2019,Arkansas,5
12238,12,2019,Arkansas,3
12244,12,2019,Arkansas,6
12251,12,2019,Oklahoma,3
12254,12,2019,Oklahoma,4
12255,12,2019,Oklahoma,9
12256,12,2019,Arkansas,8
12258,12,2019,Oklahoma,2
12260,12,2019,Arkansas,2
12261,12,2019,Oklahoma,8
12267,12,2019,Missouri,5
12269,12,2019,Oklahoma,4
12270,12,2019,Oklahoma,3
12271,12,2019,Oklahoma,3
12273,12,2019,Oklahoma,5
12274,12,2019,Oklahoma,4
12278,12,2019,Missouri,5
12282,12,2019,Oklahoma,5
12283,12,2019,Oklahoma,16
12288,12,2019,Oklahoma,3
12291,12,2019,Oklahoma,6
12292,12,2019,Missouri,4
12296,12,2019,Oklahoma,3
12298,12,2019,Oklahoma,3
12301,12,2019,Oklahoma,1
12311,12,2019,Oklahoma,7
12312,12,2019,Oklahoma,8
12315,12,2019,Arkansas,3
12321,12,2019,Oklahoma,12
12325,12,2019,Arkansas,3
12329,12,2019,Oklahoma,5
12332,12,2019,Missouri,5
12335,12,2019,Oklahoma,5
12336,12,2019,Arkansas,6
12339,12,2019,Arkansas,3
12340,12,2019,Arkansas,4
12343,12,2019,Oklahoma,3
12349,12,2019,Arkansas,3
12355,12,2019,Missouri,6
12357,12,2019,Arkansas,3
12358,12,2019,Oklahoma,3
12360,12,2019,Oklahoma,5
12363,12,2019,Arkansas,6
12364,12,2019,Oklahoma,8
12365,12,2019,Oklahoma,9
12369,12,2019,Oklahoma,5
12377,12,2019,Missouri,6
12383,12,2019,Arkansas,6
12384,12,2019,Arkansas,4
12388,12,2019,Arkansas,4
12389,12,2019,Arkansas,5
12393,12,2019,Oklahoma,6
12399,12,2019,Oklahoma,2
12400,12,2019,Arkansas,8
12401,12,2019,Oklahoma,4
12403,12,2019,Oklahoma,5
12405,12,2019,Oklahoma,5
12406,12,2019,Oklahoma,9
12407,12,2019,Arkansas,5
12410,12,2019,Oklahoma,2
12415,12,2019,Oklahoma,4
12426,12,2019,Arkansas,3
12430,12,2019,Oklahoma,5
12432,12,2019,Oklahoma,6
12433,12,2019,Oklahoma,8
12434,12,2019,Oklahoma,4
12437,12,2019,Missouri,4
12439,12,2019,Oklahoma,7
12445,12,2019,Arkansas,6
12448,12,2019,Oklahoma,4
12449,12,2019,Arkansas,3
12450,12,2019,Oklahoma,14
12452,12,2019,Oklahoma,5
12454,12,2019,Oklahoma,6
12455,12,2019,Oklahoma,3
12456,12,2019,Oklahoma,15
12457,12,2019,Arkansas,6
12463,12,2019,Arkansas,5
12471,12,2019,Oklahoma,4
12480,12,2019,Oklahoma,5
12484,12,2019,Arkansas,3
12486,12,2019,Oklahoma,6
12489,12,2019,Arkansas,4
12490,12,2019,Arkansas,4
12498,12,2019,Arkansas,5
12500,12,2019,Oklahoma,4
12505,12,2019,Oklahoma,5
12510,12,2019,Missouri,7
12511,12,2019,Oklahoma,5
12526,12,2019,Oklahoma,3
12528,12,2019,Arkansas,6
12529,12,2019,Arkansas,6
12538,12,2019,Missouri,5
12539,12,2019,Oklahoma,4
12541,12,2019,Oklahoma,3
12543,12,2019,Oklahoma,3
12552,12,2019,Arkansas,5
12559,12,2019,Arkansas,4
12567,12,2019,Oklahoma,3
12568,12,2019,Oklahoma,7
12569,12,2019,Oklahoma,8
12570,12,2019,Oklahoma,6
12573,12,2019,Oklahoma,2
12576,12,2019,Oklahoma,2
12578,12,2019,Oklahoma,3
12579,12,2019,Oklahoma,5
12580,12,2019,Oklahoma,2
12586,12,2019,Oklahoma,4
12587,12,2019,Arkansas,13
12590,12,2019,Oklahoma,5
12591,12,2019,Arkansas,3
12593,12,2019,Oklahoma,3
12595,12,2019,Oklahoma,5
12601,12,2019,Oklahoma,3
12605,12,2019,Oklahoma,4
12607,12,2019,Arkansas,3
12608,12,2019,Oklahoma,3
12611,12,2019,Oklahoma,4
12613,12,2019,Oklahoma,3
12615,12,2019,Oklahoma,5
12620,12,2019,Arkansas,3
12621,12,2019,Missouri,15
12624,12,2019,Oklahoma,16
12628,12,2019,Missouri,6
12631,12,2019,Arkansas,5
12633,12,2019,Oklahoma,3
12637,12,2019,Oklahoma,4
12638,12,2019,Oklahoma,3
12641,12,2019,Oklahoma,4
12642,12,2019,Oklahoma,3
12643,12,2019,Oklahoma,4
12644,12,2019,Oklahoma,3
12649,12,2019,Oklahoma,4
12651,12,2019,Oklahoma,3
12656,12,2019,Oklahoma,3
12661,12,2019,Oklahoma,7
12665,12,2019,Oklahoma,7
12669,12,2019,Oklahoma,7
12678,12,2019,Arkansas,7
12681,12,2019,Arkansas,4
12682,12,2019,Oklahoma,4
12685,12,2019,Oklahoma,4
12686,12,2019,Oklahoma,5
12688,12,2019,Oklahoma,6
12700,12,2019,Oklahoma,7
12705,12,2019,Arkansas,4
12706,12,2019,Oklahoma,3
12709,12,2019,Arkansas,7
12711,12,2019,Oklahoma,8
12713,12,2019,Oklahoma,6
12714,12,2019,Arkansas,5
12716,12,2019,Arkansas,12
12721,12,2019,Oklahoma,6
12728,12,2019,Arkansas,4
12730,12,2019,Oklahoma,5
12731,12,2019,Missouri,4
12732,12,2019,Missouri,6
12737,12,2019,Arkansas,5
12738,12,2019,Oklahoma,2
12739,12,2019,Oklahoma,5
12742,12,2019,Oklahoma,5
12747,12,2019,Oklahoma,3
12754,12,2019,Oklahoma,3
12758,12,2019,Oklahoma,3
12762,12,2019,Oklahoma,4
12766,12,2019,Oklahoma,3
12775,12,2019,Oklahoma,6
12787,12,2019,Oklahoma,7
12791,12,2019,Oklahoma,4
12801,12,2019,Arkansas,4
12802,12,2019,Arkansas,5
12806,12,2019,Oklahoma,4
12810,12,2019,Oklahoma,3
12821,12,2019,Oklahoma,5
12822,12,2019,Oklahoma,5
12823,12,2019,Arkansas,4
12824,12,2019,Arkansas,6
12827,12,2019,Oklahoma,5
12828,12,2019,Arkansas,9
12830,12,2019,Oklahoma,7
12839,12,2019,Oklahoma,4
12840,12,2019,Oklahoma,5
12843,12,2019,Oklahoma,3
12846,12,2019,Oklahoma,5
12847,12,2019,Oklahoma,4
12851,12,2019,Oklahoma,3
12854,12,2019,Arkansas,3
12857,12,2019,Arkansas,4
12864,12,2019,Arkansas,8
12871,12,2019,Arkansas,14
12872,12,2019,Oklahoma,5
12873,12,2019,Oklahoma,4
12878,12,2019,Arkansas,4
12880,12,2019,Oklahoma,3
12893,12,2019,Missouri,11
12897,12,2019,Oklahoma,7
12899,12,2019,Oklahoma,4
12900,12,2019,Oklahoma,5
12902,12,2019,Oklahoma,6
12904,12,2019,Arkansas,3
12910,12,2019,Arkansas,5
12921,12,2019,Oklahoma,5
12922,12,2019,Oklahoma,7
12926,12,2019,Oklahoma,3
12927,12,2019,Oklahoma,4
12928,12,2019,Oklahoma,3
12929,12,2019,Oklahoma,4
12932,12,2019,Oklahoma,8
12939,12,2019,Oklahoma,5
12946,12,2019,Arkansas,8
12948,12,2019,Arkansas,3
12953,12,2019,Oklahoma,3
12957,12,2019,Oklahoma,3
12962,12,2019,Oklahoma,9
12966,12,2019,Oklahoma,4
12971,12,2019,Oklahoma,8
12975,12,2019,Oklahoma,4
12984,12,2019,Arkansas,5
12990,12,2019,Arkansas,4
12991,12,2019,Arkansas,5
12993,12,2019,Oklahoma,5
12998,12,2019,Arkansas,3
13003,12,2019,Arkansas,3
13004,12,2019,Arkansas,7
13005,12,2019,Oklahoma,4
13011,12,2019,Arkansas,5
13012,12,2019,Arkansas,3
13013,12,2019,Arkansas,6
13016,12,2019,Oklahoma,2
13017,12,2019,Oklahoma,3
13022,12,2019,Oklahoma,4
13026,12,2019,Arkansas,14
13027,12,2019,Oklahoma,6
13029,12,2019,Oklahoma,6
13032,12,2019,Arkansas,4
13033,12,2019,Oklahoma,5
13038,12,2019,Missouri,5
13044,12,2019,Arkansas,4
13046,12,2019,Oklahoma,5
13047,12,2019,Arkansas,5
13049,12,2019,Oklahoma,5
13052,12,2019,Arkansas,9
13054,12,2019,Oklahoma,4
13056,12,2019,Oklahoma,4
13058,12,2019,Oklahoma,4
13063,12,2019,Oklahoma,13
13066,12,2019,Oklahoma,2
13069,12,2019,Missouri,4
13073,12,2019,Oklahoma,1
13074,12,2019,Oklahoma,2
13075,12,2019,Oklahoma,4
13078,12,2019,Arkansas,3
13079,12,2019,Oklahoma,6
13081,12,2019,Missouri,4
13089,12,2019,Arkansas,4
13095,12,2019,Oklahoma,3
13099,12,2019,Oklahoma,2
13100,12,2019,Arkansas,4
13101,12,2019,Oklahoma,3
13103,12,2019,Oklahoma,6
13105,12,2019,Oklahoma,3
13109,12,2019,Arkansas,5
13110,12,2019,Oklahoma,5
13114,12,2019,Oklahoma,3
13116,12,2019,Arkansas,6
13117,12,2019,Arkansas,3
13118,12,2019,Arkansas,2
13123,12,2019,Oklahoma,7
13124,12,2019,Arkansas,12
13125,12,2019,Arkansas,5
13127,12,2019,Oklahoma,8
13135,12,2019,Arkansas,8
13138,12,2019,Missouri,5
13141,12,2019,Arkansas,7
13147,12,2019,Arkansas,3
13149,12,2019,Arkansas,4
13150,12,2019,Oklahoma,7
13158,12,2019,Oklahoma,7
13162,12,2019,Oklahoma,8
13166,12,2019,Oklahoma,7
13168,12,2019,Oklahoma,10
13172,12,2019,Oklahoma,3
13175,12,2019,Oklahoma,3
13179,12,2019,Arkansas,4
13181,12,2019,Arkansas,6
13185,12,2019,Oklahoma,3
13186,12,2019,Arkansas,1
13189,12,2019,Oklahoma,7
13197,12,2019,Arkansas,4
13204,12,2019,Oklahoma,4
13210,12,2019,Arkansas,5
13221,12,2019,Oklahoma,4
13223,12,2019,Oklahoma,3
13237,12,2019,Oklahoma,4
13239,12,2019,Arkansas,5
13247,12,2019,Oklahoma,2
13248,12,2019,Arkansas,3
13255,12,2019,Oklahoma,3
13260,12,2019,Arkansas,3
13261,12,2019,Oklahoma,7
13267,12,2019,Oklahoma,3
13275,12,2019,Arkansas,5
13288,12,2019,Oklahoma,7
13298,12,2019,Oklahoma,7
13299,12,2019,Oklahoma,5
13318,12,2019,Oklahoma,4
13322,12,2019,Oklahoma,8
13330,12,2019,Oklahoma,11
13331,12,2019,Oklahoma,10
13332,12,2019,Arkansas,4
13334,12,2019,Arkansas,5
13336,12,2019,Oklahoma,8
13337,12,2019,Oklahoma,3
13339,12,2019,Arkansas,5
13341,12,2019,Oklahoma,5
13345,12,2019,Oklahoma,2
13346,12,2019,Oklahoma,6
13352,12,2019,Arkansas,5
13356,12,2019,Arkansas,5
13361,12,2019,Oklahoma,3
13364,12,2019,Oklahoma,5
13369,12,2019,Missouri,5
13373,12,2019,Oklahoma,3
13377,12,2019,Oklahoma,3
13384,12,2019,Arkansas,2
13388,12,2019,Arkansas,4
13394,12,2019,Oklahoma,6
13396,12,2019,Arkansas,8
13397,12,2019,Arkansas,5
13400,12,2019,Oklahoma,3
13406,12,2019,Oklahoma,20
13407,12,2019,Oklahoma,6
13408,12,2019,Arkansas,3
13409,12,2019,Arkansas,5
13413,12,2019,Oklahoma,3
13415,12,2019,Oklahoma,6
13416,12,2019,Arkansas,2
13418,12,2019,Oklahoma,5
13421,12,2019,Missouri,7
13431,12,2019,Oklahoma,3
13434,12,2019,Arkansas,9
13439,12,2019,Arkansas,7
13442,12,2019,Arkansas,3
13444,12,2019,Arkansas,3
13445,12,2019,Oklahoma,5
13453,12,2019,Arkansas,4
13459,12,2019,Oklahoma,10
13460,12,2019,Arkansas,4
13463,12,2019,Arkansas,8
13467,12,2019,Missouri,3
13468,12,2019,Oklahoma,2
13471,12,2019,Arkansas,4
13472,12,2019,Oklahoma,8
13475,12,2019,Arkansas,4
13476,12,2019,Arkansas,7
13483,12,2019,Arkansas,1
13484,12,2019,Oklahoma,5
13486,12,2019,Oklahoma,2
13497,12,2019,Oklahoma,4
13499,12,2019,Oklahoma,3
13502,12,2019,Oklahoma,6
13503,12,2019,Arkansas,3
13504,12,2019,Arkansas,3
13506,12,2019,Arkansas,3
13507,12,2019,Arkansas,4
13508,12,2019,Oklahoma,6
13511,12,2019,Arkansas,4
13513,12,2019,Missouri,4
13515,12,2019,Arkansas,5
13516,12,2019,Oklahoma,3
13519,12,2019,Arkansas,6
13524,12,2019,Oklahoma,3
13526,12,2019,Missouri,4
13528,12,2019,Missouri,5
13539,12,2019,Arkansas,3
13546,12,2019,Oklahoma,8
13549,12,2019,Oklahoma,2
13553,12,2019,Arkansas,3
13566,12,2019,Arkansas,2
13568,1,2020,Oklahoma,6
13573,1,2020,Arkansas,3
13578,1,2020,Arkansas,2
13579,1,2020,Oklahoma,5
13586,1,2020,Arkansas,4
13592,1,2020,Oklahoma,6
13593,1,2020,Oklahoma,3
13594,1,2020,Arkansas,2
13596,1,2020,Oklahoma,4
13600,1,2020,Arkansas,3
13601,1,2020,Arkansas,5
13608,1,2020,Oklahoma,4
13613,1,2020,Oklahoma,6
13620,1,2020,Oklahoma,3
13630,1,2020,Arkansas,4
13632,1,2020,Oklahoma,3
13633,1,2020,Arkansas,3
13636,1,2020,Arkansas,5
13637,1,2020,Missouri,9
13638,1,2020,Arkansas,4
13643,1,2020,Oklahoma,5
13644,1,2020,Arkansas,3
13646,1,2020,Oklahoma,6
13653,1,2020,Missouri,2
13654,1,2020,Oklahoma,7
13659,1,2020,Oklahoma,3
13662,1,2020,Arkansas,4
13663,1,2020,Arkansas,4
13673,1,2020,Arkansas,10
13679,1,2020,Arkansas,6
13680,1,2020,Arkansas,5
13691,1,2020,Oklahoma,3
13692,1,2020,Oklahoma,3
13704,1,2020,Oklahoma,8
13705,1,2020,Arkansas,6
13706,1,2020,Oklahoma,4
13709,1,2020,Oklahoma,3
13710,1,2020,Missouri,4
13711,1,2020,Oklahoma,6
13713,1,2020,Arkansas,6
13718,1,2020,Arkansas,5
13730,1,2020,Oklahoma,12
13732,1,2020,Arkansas,10
13733,1,2020,Oklahoma,3
13734,1,2020,Oklahoma,6
13746,1,2020,Arkansas,4
13750,1,2020,Arkansas,9
13752,1,2020,Oklahoma,3
13754,1,2020,Oklahoma,4
13757,1,2020,Arkansas,5
13758,1,2020,Arkansas,7
13760,1,2020,Arkansas,3
13762,1,2020,Oklahoma,5
13763,1,2020,Arkansas,4
13764,1,2020,Oklahoma,1
13775,1,2020,Arkansas,3
13777,1,2020,Oklahoma,3
13781,1,2020,Arkansas,7
13783,1,2020,Oklahoma,4
13788,1,2020,Arkansas,2
13790,1,2020,Oklahoma,2
13791,1,2020,Oklahoma,5
13793,1,2020,Oklahoma,4
13796,1,2020,Oklahoma,5
13797,1,2020,Missouri,2
13805,1,2020,Oklahoma,5
13809,1,2020,Arkansas,5
13811,1,2020,Arkansas,3
13812,1,2020,Oklahoma,3
13813,1,2020,Arkansas,6
13816,1,2020,Arkansas,3
13817,1,2020,Arkansas,15
13818,1,2020,Oklahoma,4
13819,1,2020,Arkansas,7
13820,1,2020,Arkansas,13
13821,1,2020,Arkansas,6
13822,1,2020,Arkansas,7
13824,1,2020,Oklahoma,3
13825,1,2020,Oklahoma,4
13837,1,2020,Oklahoma,9
13840,1,2020,Oklahoma,4
13845,1,2020,Oklahoma,4
13846,1,2020,Oklahoma,3
13856,1,2020,Oklahoma,5
13860,1,2020,Oklahoma,3
13862,1,2020,Arkansas,5
13863,1,2020,Arkansas,8
13864,1,2020,Arkansas,5
13869,1,2020,Arkansas,4
13874,1,2020,Oklahoma,5
13877,1,2020,Oklahoma,4
13879,1,2020,Oklahoma,3
13887,1,2020,Oklahoma,6
13888,1,2020,Oklahoma,2
13889,1,2020,Oklahoma,3
13905,1,2020,Oklahoma,9
13909,1,2020,Oklahoma,3
13911,1,2020,Oklahoma,7
13916,1,2020,Arkansas,4
13918,1,2020,Arkansas,3
13923,1,2020,Oklahoma,4
13924,1,2020,Arkansas,5
13926,1,2020,Arkansas,3
13927,1,2020,Arkansas,3
13931,1,2020,Oklahoma,8
13932,1,2020,Arkansas,2
13935,1,2020,Arkansas,10
13942,1,2020,Oklahoma,5
13945,1,2020,Oklahoma,4
13947,1,2020,Oklahoma,1
13951,1,2020,Oklahoma,5
13957,1,2020,Oklahoma,4
13958,1,2020,Arkansas,3
13961,1,2020,Oklahoma,4
13966,1,2020,Oklahoma,8
13972,1,2020,Oklahoma,5
13976,1,2020,Oklahoma,8
13986,1,2020,Oklahoma,1
13987,1,2020,Oklahoma,2
13990,1,2020,Oklahoma,4
13997,1,2020,Oklahoma,2
13998,1,2020,Oklahoma,15
14002,1,2020,Arkansas,2
14008,1,2020,Arkansas,5
14010,1,2020,Oklahoma,7
14012,1,2020,Oklahoma,12
14013,1,2020,Oklahoma,4
14016,1,2020,Oklahoma,4
14017,1,2020,Arkansas,4
14020,1,2020,Arkansas,1
14021,1,2020,Oklahoma,4
14023,1,2020,Missouri,4
14029,1,2020,Oklahoma,3
14030,1,2020,Arkansas,4
14035,1,2020,Oklahoma,5
14038,1,2020,Oklahoma,2
14041,1,2020,Arkansas,5
14042,1,2020,Oklahoma,4
14043,1,2020,Oklahoma,3
14046,1,2020,Missouri,5
14047,1,2020,Oklahoma,3
14048,1,2020,Arkansas,3
14050,1,2020,Oklahoma,2
14052,1,2020,Arkansas,4
14053,1,2020,Oklahoma,7
14055,1,2020,Arkansas,7
14060,1,2020,Arkansas,2
14061,1,2020,Arkansas,5
14062,1,2020,Missouri,4
14064,1,2020,Oklahoma,4
14077,1,2020,Oklahoma,3
14078,1,2020,Arkansas,7
14082,1,2020,Oklahoma,5
14083,1,2020,Oklahoma,5
14085,1,2020,Arkansas,4
14091,1,2020,Oklahoma,3
14093,1,2020,Oklahoma,6
14094,1,2020,Arkansas,7
14101,1,2020,Arkansas,3
14109,1,2020,Arkansas,4
14113,1,2020,Oklahoma,4
14118,1,2020,Arkansas,3
14120,1,2020,Missouri,8
14121,1,2020,Oklahoma,5
14124,1,2020,Oklahoma,3
14128,1,2020,Arkansas,3
14129,1,2020,Oklahoma,4
14131,1,2020,Arkansas,5
14133,1,2020,Missouri,5
14138,1,2020,Oklahoma,5
14140,1,2020,Oklahoma,9
14141,1,2020,Missouri,3
14144,1,2020,Arkansas,2
14145,1,2020,Arkansas,4
14148,1,2020,Arkansas,2
14151,1,2020,Oklahoma,6
14152,1,2020,Oklahoma,4
14154,1,2020,Oklahoma,3
14158,1,2020,Missouri,5
14159,1,2020,Oklahoma,3
14160,1,2020,Oklahoma,5
14164,1,2020,Oklahoma,6
14165,1,2020,Oklahoma,9
14171,1,2020,Oklahoma,4
14173,1,2020,Arkansas,1
14174,1,2020,Oklahoma,8
14175,1,2020,Oklahoma,3
14184,1,2020,Oklahoma,1
14186,1,2020,Oklahoma,3
14189,1,2020,Arkansas,3
14193,1,2020,Arkansas,5
14195,1,2020,Oklahoma,3
14197,1,2020,Arkansas,7
14204,1,2020,Oklahoma,5
14206,1,2020,Oklahoma,8
14207,1,2020,Arkansas,3
14211,1,2020,Arkansas,3
14212,1,2020,Arkansas,7
14213,1,2020,Arkansas,5
14214,1,2020,Oklahoma,5
14224,1,2020,Arkansas,4
14228,1,2020,Arkansas,4
14231,1,2020,Oklahoma,3
14240,1,2020,Missouri,5
14241,1,2020,Oklahoma,8
14245,1,2020,Arkansas,2
14246,1,2020,Oklahoma,5
14250,1,2020,Arkansas,5
14252,1,2020,Oklahoma,4
14259,1,2020,Oklahoma,5
14265,1,2020,Arkansas,3
14273,1,2020,Arkansas,4
14274,1,2020,Arkansas,5
14280,1,2020,Oklahoma,8
14287,1,2020,Oklahoma,2
14290,1,2020,Oklahoma,7
14291,1,2020,Oklahoma,7
14292,1,2020,Missouri,6
14293,1,2020,Arkansas,4
14311,1,2020,Arkansas,6
14313,1,2020,Oklahoma,6
14314,1,2020,Oklahoma,6
14315,1,2020,Oklahoma,6
14318,1,2020,Oklahoma,4
14323,1,2020,Missouri,4
14325,1,2020,Oklahoma,6
14326,1,2020,Arkansas,3
14330,1,2020,Oklahoma,7
14331,1,2020,Oklahoma,5
14333,1,2020,Oklahoma,5
14337,1,2020,Oklahoma,8
14350,1,2020,Oklahoma,4
14352,1,2020,Arkansas,5
14354,1,2020,Arkansas,5
14356,1,2020,Arkansas,5
14363,1,2020,Missouri,7
14370,1,2020,Oklahoma,7
14371,1,2020,Arkansas,4
14375,1,2020,Oklahoma,12
14381,1,2020,Oklahoma,5
14383,1,2020,Arkansas,10
14384,1,2020,Oklahoma,7
14389,1,2020,Arkansas,3
14390,1,2020,Oklahoma,4
14394,1,2020,Arkansas,12
14395,1,2020,Arkansas,10
14397,1,2020,Arkansas,3
14399,1,2020,Arkansas,3
14403,1,2020,Oklahoma,4
14409,1,2020,Oklahoma,3
14412,1,2020,Arkansas,6
14420,1,2020,Oklahoma,5
14429,1,2020,Arkansas,2
14430,1,2020,Oklahoma,5
14431,1,2020,Arkansas,6
14435,1,2020,Arkansas,6
14441,1,2020,Arkansas,3
14443,1,2020,Oklahoma,9
14448,1,2020,Arkansas,5
14449,1,2020,Arkansas,3
14451,1,2020,Missouri,5
14455,1,2020,Arkansas,4
14462,1,2020,Missouri,5
14471,1,2020,Oklahoma,5
14472,1,2020,Oklahoma,8
